Open,High,Low,Close,Volume,timestamp
103664.9,103777.4,103516.2,103633.5,1371.4239999999993,1737590400
103633.6,103633.6,103025.2,103350.5,2935.698,1737591300
103353.3,103610.0,103182.6,103212.4,1152.551,1737592200
103212.5,103441.2,103000.1,103274.8,1701.1959999999997,1737593100
103274.8,103383.4,103059.1,103175.9,1064.393,1737594000
103175.9,103542.4,103082.0,103509.6,950.6669999999999,1737594900
103509.6,103623.7,103300.0,103342.7,758.2909999999999,1737595800
103342.6,103358.2,102544.8,102910.6,4527.3060000000005,1737596700
102911.1,102964.6,102322.0,102516.6,2878.6500000000005,1737597600
102516.6,102529.6,102092.4,102360.8,3217.874,1737598500
102360.8,102466.0,102082.0,102427.7,1564.918,1737599400
102427.8,102752.9,102380.0,102623.0,2369.9960000000005,1737600300
102622.6,102970.5,102579.8,102899.7,1653.7679999999998,1737601200
102899.7,102968.8,102751.4,102930.6,853.245,1737602100
102930.6,102967.2,102867.5,102918.9,589.4320000000001,1737603000
102918.9,102919.0,102147.9,102417.1,3287.2429999999968,1737603900
102417.1,102454.0,102134.8,102207.7,1572.712,1737604800
102207.6,102207.7,101732.0,101782.0,3767.4029999999984,1737605700
101781.9,101988.1,101550.4,101801.6,2233.8509999999997,1737606600
101801.5,102100.0,101791.3,102020.1,1770.3169999999996,1737607500
102020.0,102183.4,101943.9,102171.5,1044.5139999999997,1737608400
102171.5,102234.0,101940.8,101989.5,805.444,1737609300
101989.5,102542.4,101977.4,102453.7,1826.2019999999998,1737610200
102453.7,102619.0,102370.9,102508.8,2268.316,1737611100
102508.8,102955.0,102508.8,102851.0,2239.318,1737612000
102851.0,102860.0,102646.6,102816.1,860.9649999999999,1737612900
102816.0,102825.7,102578.3,102591.6,869.7049999999999,1737613800
102591.5,102612.1,102183.4,102224.6,1480.431,1737614700
102224.3,102399.9,102057.3,102363.2,1461.138,1737615600
102363.1,102500.0,102192.8,102299.9,770.8229999999999,1737616500
102300.0,102530.0,102108.0,102400.0,859.827,1737617400
102400.0,102753.0,102394.8,102668.3,859.7179999999998,1737618300
102668.3,102668.4,102340.2,102456.1,997.0510000000002,1737619200
102456.4,102571.4,102241.6,102348.7,764.438,1737620100
102348.7,102425.3,102207.1,102422.0,822.4560000000002,1737621000
102422.1,102478.4,102010.3,102186.7,1203.8519999999999,1737621900
102186.6,102445.8,102150.0,102410.1,910.7369999999999,1737622800
102410.1,102410.2,102183.4,102283.8,509.97299999999996,1737623700
102283.7,102283.8,101821.6,101871.2,1863.763,1737624600
101871.1,101959.0,101585.7,101635.8,2191.469,1737625500
101635.9,101870.9,101550.0,101869.2,1529.728,1737626400
101869.8,102040.1,101795.6,101913.0,1060.751,1737627300
101913.1,101987.5,101211.0,101264.8,2933.3530000000005,1737628200
101265.0,101650.0,101244.3,101641.8,1630.205,1737629100
101641.8,101955.8,101641.8,101950.1,1749.7699999999998,1737630000
101950.0,102128.5,101889.2,101981.8,1361.4009999999998,1737630900
101981.8,102150.0,101806.6,101916.2,1113.2200000000003,1737631800
101916.2,101974.7,101800.0,101910.2,688.256,1737632700
101910.3,102093.7,101709.9,101719.4,1316.286,1737633600
101719.4,101736.0,101374.0,101668.6,1944.451,1737634500
101668.6,101903.3,101448.8,101561.2,1166.978,1737635400
101561.2,101704.9,101379.5,101599.8,1095.556,1737636300
101599.8,101747.7,101469.6,101684.3,934.8199999999997,1737637200
101684.4,101709.5,101279.8,101500.0,1655.2779999999998,1737638100
101500.1,102189.5,101497.0,102128.5,3543.3439999999996,1737639000
102127.9,102699.8,102096.4,102470.0,4390.909999999999,1737639900
102470.1,102493.2,102174.6,102265.2,1756.0309999999997,1737640800
102265.2,102413.9,101932.1,102398.4,1895.3709999999996,1737641700
102398.3,105029.6,102312.6,104869.1,27649.17400000001,1737642600
104869.0,106000.0,104636.9,105152.7,20247.344,1737643500
105152.8,105757.3,102600.0,103398.3,16156.644000000004,1737644400
103398.5,104393.1,102800.1,104179.8,14886.275000000005,1737645300
104179.7,105056.5,104150.2,104999.9,8613.925,1737646200
105000.0,105378.4,104622.1,105242.8,8178.135999999999,1737647100
105245.0,106473.6,105012.5,106473.6,11048.008999999998,1737648000
106474.0,106840.2,105260.3,105941.6,13795.043000000005,1737648900
105941.7,106145.0,105512.4,106012.1,4052.5869999999995,1737649800
106012.0,106385.9,105005.0,105093.4,8851.291000000001,1737650700
105092.8,105116.3,104135.3,104693.4,7325.355000000003,1737651600
104693.5,105337.8,104617.6,105234.7,3599.8450000000003,1737652500
105235.1,105657.9,105174.7,105537.1,2789.541,1737653400
105536.0,106197.9,105505.2,105899.5,4005.064999999999,1737654300
105899.4,106103.8,105121.5,105194.7,3688.939000000001,1737655200
105191.9,105834.0,105144.5,105719.5,2282.5689999999995,1737656100
105719.6,105881.6,105035.8,105130.1,2509.9129999999996,1737657000
105130.0,105561.3,105128.4,105381.1,1807.3379999999997,1737657900
105381.3,105455.6,104755.4,104911.9,2996.257,1737658800
104911.9,105124.1,104385.0,104840.0,4067.9649999999992,1737659700
104839.9,104870.7,104423.0,104733.3,1867.0039999999997,1737660600
104733.3,104743.9,103342.0,103700.1,6736.012000000001,1737661500
103700.1,105653.5,103100.0,104864.1,8639.022000000004,1737662400
104918.7,106379.9,104017.5,105970.4,2330.5820000000017,1737663300
105154.8,105491.3,104619.8,104699.9,1205.9400000000003,1737664200
104523.4,104577.0,102880.7,103211.0,6202.7400000000025,1737665100
103210.9,103360.7,102639.6,102935.3,3419.161000000001,1737666000
102759.7,103246.6,102161.9,102773.7,3838.181,1737666900
102464.1,103075.7,102432.3,102953.2,1124.153,1737667800
102953.2,103227.0,102690.0,103025.2,1278.9529999999997,1737668700
103025.1,103742.5,102934.8,103572.2,2760.117000000001,1737669600
103493.5,104110.3,103440.1,103889.5,1814.2670000000003,1737670500
104425.4,104445.2,103879.1,103966.2,1586.185,1737671400
103966.1,104195.2,103679.1,103977.0,1103.9009999999998,1737672300
103856.3,104297.3,103730.2,104092.9,1045.213,1737673200
104092.8,104501.4,104087.3,104258.0,980.0930000000003,1737674100
104258.0,104300.0,104056.4,104092.6,550.0969999999999,1737675000
104092.5,104092.6,103813.1,103864.1,1177.1970000000001,1737675900
