Open,High,Low,Close,Volume,timestamp
73127.5,73132.0,72987.1,73044.6,1238.0930000000003,1710374400
73044.5,73237.0,73030.0,73172.9,1236.892,1710375300
73173.0,73173.0,72906.2,72967.4,1401.8460000000002,1710376200
72967.3,73030.8,72813.6,72900.0,1792.3260000000002,1710377100
72899.9,72900.0,72680.0,72754.3,2689.0620000000004,1710378000
72754.3,72860.0,72742.9,72794.8,914.081,1710378900
72794.9,72861.4,72540.5,72774.2,2616.4629999999997,1710379800
72774.1,73023.8,72726.1,72993.5,2212.065,1710380700
72993.4,73017.8,72871.3,72952.8,1256.856,1710381600
72952.8,73200.0,72874.4,73196.2,2389.6209999999996,1710382500
73196.3,73299.9,73129.2,73169.5,1801.0519999999997,1710383400
73169.6,73169.6,72997.0,73089.9,1156.347,1710384300
73089.9,73280.0,73073.7,73225.7,1612.4180000000001,1710385200
73225.6,73385.0,73187.2,73315.6,2268.416,1710386100
73315.4,73347.7,73234.2,73298.7,1101.738,1710387000
73298.7,73364.8,73217.1,73333.3,1057.0229999999997,1710387900
73333.3,73769.6,73301.9,73632.9,5365.888999999999,1710388800
73632.8,73651.7,73367.0,73390.9,3429.5690000000004,1710389700
73390.8,73397.5,72862.0,72990.6,5814.193000000001,1710390600
72990.5,73092.0,72720.0,73008.7,4155.803000000001,1710391500
73008.8,73095.0,72780.0,72818.0,2636.467,1710392400
72818.0,73058.8,72804.1,73002.3,1740.3900000000003,1710393300
73002.3,73119.4,72990.9,73066.9,1085.1470000000002,1710394200
73067.0,73251.3,73066.2,73210.6,1608.9639999999997,1710395100
73210.7,73446.7,73178.1,73437.1,2797.8870000000006,1710396000
73437.1,73650.0,73362.5,73644.6,3499.683,1710396900
73644.7,73688.0,73275.2,73582.0,4339.677,1710397800
73582.1,73655.4,73393.0,73644.6,2336.338,1710398700
73644.5,73881.4,73434.8,73511.5,7819.112999999996,1710399600
73511.5,73550.0,73351.9,73360.1,3209.1919999999996,1710400500
73360.1,73417.0,73205.4,73409.9,2646.989,1710401400
73421.6,73428.9,73152.6,73280.7,2499.4050000000007,1710402300
