Open,High,Low,Close,Volume,timestamp
96560.6,96688.5,96529.6,96546.8,810.4199999999998,1739491200
96546.8,96839.6,96490.7,96810.8,1251.742,1739492100
96810.8,96955.7,96526.8,96555.1,1247.9299999999992,1739493000
96555.2,96730.8,96515.0,96708.6,455.842,1739493900
96708.6,96850.0,96651.5,96670.1,731.562,1739494800
96670.0,96733.6,96600.0,96639.1,551.9219999999998,1739495700
96639.1,96672.5,96309.5,96341.3,1192.373,1739496600
96341.0,96570.0,96340.4,96497.4,784.3749999999997,1739497500
96497.3,96787.8,96407.1,96720.2,1190.6940000000002,1739498400
96720.3,96738.7,96600.0,96638.7,670.951,1739499300
96638.7,96706.9,96559.4,96645.0,456.558,1739500200
96645.1,96724.5,96485.9,96562.9,639.8820000000001,1739501100
96562.8,96712.6,96542.3,96608.6,489.0879999999999,1739502000
96611.1,96650.0,96520.7,96617.9,260.59599999999995,1739502900
96616.8,96707.1,96612.7,96698.3,399.92199999999997,1739503800
96698.3,97163.0,96698.3,97095.0,2848.4269999999997,1739504700
97094.9,97212.0,96874.2,96886.0,2212.5389999999998,1739505600
96886.1,96949.1,96806.4,96826.0,895.666,1739506500
96826.0,96873.0,96738.9,96806.3,493.44399999999996,1739507400
96807.1,96837.0,96707.0,96715.4,647.5610000000001,1739508300
96715.3,96816.9,96710.2,96770.0,453.32300000000004,1739509200
96770.0,96870.7,96754.8,96758.9,439.323,1739510100
96758.8,96763.1,96578.9,96591.4,1154.288,1739511000
96591.5,96679.5,96505.0,96635.9,753.8369999999999,1739511900
96636.0,96808.0,96576.0,96755.2,887.948,1739512800
96755.1,96787.5,96643.5,96705.1,623.893,1739513700
96705.1,96711.1,96556.2,96620.1,415.381,1739514600
96620.1,96824.2,96606.7,96786.6,455.013,1739515500
96786.6,96938.8,96765.8,96917.6,694.3839999999999,1739516400
96917.7,96994.1,96845.9,96994.0,810.42,1739517300
96994.1,97041.9,96932.8,96991.3,914.5219999999997,1739518200
96991.3,97000.0,96889.9,96889.9,809.5419999999999,1739519100
96890.0,96979.8,96762.1,96784.0,898.975,1739520000
96784.0,96960.0,96750.1,96959.9,654.8649999999999,1739520900
96960.0,96977.2,96850.0,96850.0,454.1189999999999,1739521800
96850.0,96865.1,96743.4,96828.1,342.80299999999994,1739522700
96828.0,97020.0,96782.4,97000.0,740.5349999999999,1739523600
96999.9,97016.1,96923.6,96986.0,534.591,1739524500
96986.1,97084.3,96950.1,97029.9,620.456,1739525400
97030.0,97127.0,96950.1,97062.0,1136.888,1739526300
97062.0,97150.0,97026.6,97063.4,701.5409999999999,1739527200
97063.4,97123.0,96916.4,96951.9,544.1869999999999,1739528100
96952.0,97070.0,96927.8,97061.8,399.198,1739529000
97061.7,97092.2,96918.0,96965.8,415.34299999999996,1739529900
96965.8,97050.0,96947.1,97030.2,458.9479999999999,1739530800
97030.2,97094.5,96800.0,96803.4,642.818,1739531700
96803.4,96909.9,96750.1,96756.1,775.4209999999998,1739532600
96756.0,96869.5,96756.0,96844.6,634.07,1739533500
96844.6,96844.7,96626.1,96632.8,1068.973,1739534400
96632.7,96720.0,96574.5,96684.7,759.0300000000002,1739535300
96684.7,96762.1,96542.6,96550.1,821.423,1739536200
96550.1,96631.6,96436.1,96612.2,1060.817,1739537100
96612.2,96660.0,96507.3,96569.0,741.613,1739538000
96568.9,96590.1,96408.2,96459.1,929.4590000000001,1739538900
96459.0,96940.0,96459.0,96680.2,2555.7509999999997,1739539800
96680.1,96855.1,96664.8,96740.7,606.74,1739540700
96740.6,96883.7,96685.0,96695.3,756.7280000000001,1739541600
96695.2,96766.4,96556.3,96578.0,667.4829999999998,1739542500
96577.9,97280.0,96520.7,97070.0,4147.286,1739543400
97070.5,97561.1,97070.5,97249.9,5494.152,1739544300
97250.0,97372.7,96568.0,96590.1,5034.792,1739545200
96590.1,96639.5,96225.7,96376.6,5363.192,1739546100
96376.5,96730.0,96310.0,96685.9,2155.4179999999997,1739547000
96685.9,97071.1,96559.8,96886.5,2475.232000000001,1739547900
96886.5,96993.2,96656.0,96776.0,1935.1019999999999,1739548800
96776.0,96835.3,96444.6,96713.9,1730.883,1739549700
96713.9,96780.0,96594.5,96736.7,768.683,1739550600
96736.8,97714.1,96600.0,97611.7,6581.8240000000005,1739551500
97611.6,97617.6,97095.8,97203.7,4667.477000000001,1739552400
97202.8,97550.0,97157.0,97326.4,1755.847,1739553300
97326.6,98000.0,97236.0,97940.2,4183.174999999998,1739554200
97940.3,98792.8,97931.6,98533.3,10406.588,1739555100
98533.5,98707.5,98360.0,98472.9,4800.772,1739556000
98472.9,98531.7,98130.0,98250.1,2852.701,1739556900
98250.0,98452.4,98134.2,98263.7,1969.9599999999998,1739557800
98263.8,98452.3,98138.0,98148.3,1095.908,1739558700
98148.4,98400.0,98148.3,98385.1,1395.0360000000005,1739559600
98385.2,98394.0,98111.0,98145.8,828.5819999999999,1739560500
98145.7,98229.7,97755.8,98171.6,2901.6399999999994,1739561400
98171.2,98209.3,97598.2,97898.4,2702.4239999999995,1739562300
97898.3,98050.0,97764.8,98023.8,1139.8029999999999,1739563200
98023.9,98229.1,97850.0,97941.9,1911.4349999999997,1739564100
97941.9,97968.0,97753.9,97816.7,642.6509999999998,1739565000
97816.7,97822.2,96920.1,97139.2,5118.394000000001,1739565900
97139.9,97291.0,96636.7,96833.0,3402.068,1739566800
96833.0,97156.3,96698.5,97034.1,1993.962,1739567700
97034.0,97347.0,97000.0,97260.2,1734.555,1739568600
97260.1,97444.0,97216.7,97396.8,880.0919999999999,1739569500
97396.3,97490.4,97332.8,97336.0,847.483,1739570400
97335.9,97408.1,97256.6,97408.0,554.447,1739571300
97408.1,97408.1,97003.2,97228.5,997.949,1739572200
97228.4,97228.5,96877.9,97081.6,717.159,1739573100
97081.6,97196.0,96944.4,97168.9,697.944,1739574000
97168.9,97343.2,97168.8,97269.3,463.13199999999995,1739574900
97269.3,97420.1,97238.5,97371.9,544.084,1739575800
97372.0,97471.0,97350.0,97445.1,419.392,1739576700
