Open,High,Low,Close,Volume,timestamp
79541.1,79711.6,79377.7,79639.4,2736.672,1744329600
79639.1,79688.2,79402.9,79402.9,1406.9119999999998,1744330500
79402.8,79539.1,79303.1,79354.0,1838.0200000000004,1744331400
79354.1,79437.6,78935.5,79058.8,4486.846999999995,1744332300
79058.7,79382.2,79030.1,79382.2,2076.0240000000003,1744333200
79382.5,79599.0,79382.5,79505.7,1654.3949999999995,1744334100
79505.6,79866.5,79494.9,79705.0,2415.0530000000003,1744335000
79704.9,80427.9,79691.8,80401.7,5826.997999999965,1744335900
80400.9,80444.0,80108.8,80275.7,3290.6480000000015,1744336800
80275.8,80800.0,80196.0,80667.2,4815.841000000005,1744337700
80667.3,80776.5,80377.6,80425.7,2725.558000000003,1744338600
80425.8,80472.0,80232.9,80260.3,1446.1319999999996,1744339500
80260.2,80509.5,80250.0,80495.7,1710.3560000000011,1744340400
80496.4,80675.1,80434.0,80630.1,1815.1430000000007,1744341300
80630.6,80784.2,80450.0,80752.1,1727.2590000000005,1744342200
80752.2,80855.0,80645.6,80796.9,1594.4720000000016,1744343100
80796.9,80930.0,80688.1,80924.5,2545.818,1744344000
80924.6,80999.9,80792.5,80982.8,1946.223,1744344900
80982.7,81089.2,80686.7,80756.7,2098.4530000000004,1744345800
80756.6,80881.1,80670.8,80832.9,1248.6740000000004,1744346700
80833.0,80870.0,80460.0,80603.1,2911.141000000004,1744347600
80603.3,80787.5,80500.0,80787.5,1253.9720000000004,1744348500
80787.7,80853.0,80588.4,80629.8,1150.6179999999997,1744349400
80629.9,80806.5,80597.5,80806.5,1010.72,1744350300
80806.7,81143.4,80790.7,81092.5,3194.698000000001,1744351200
81092.5,81171.7,80923.2,80923.3,1551.3139999999996,1744352100
80923.2,81138.0,80923.2,81117.0,1227.2630000000001,1744353000
81117.1,81329.4,81023.9,81064.3,2090.9640000000013,1744353900
81063.3,81163.7,80919.8,81000.7,1458.108,1744354800
81000.9,81064.8,80800.0,80844.2,1525.370999999999,1744355700
80844.1,81374.8,80844.0,81318.7,3025.0070000000014,1744356600
81318.6,81388.0,81204.6,81228.7,1958.9359999999997,1744357500
81228.4,81695.4,80691.3,81405.4,8096.669999999908,1744358400
81405.4,81458.4,81173.5,81300.4,3270.4240000000045,1744359300
81300.4,81801.5,81200.0,81573.8,3831.7290000000057,1744360200
81573.7,81708.6,81440.8,81585.0,2428.3260000000023,1744361100
81584.9,81629.5,81404.4,81480.0,1422.4960000000005,1744362000
81479.9,82162.5,81479.9,82025.0,5287.788999999974,1744362900
82025.1,82300.0,82020.0,82164.8,4455.821000000011,1744363800
82164.9,82395.8,82123.5,82378.3,3128.4840000000045,1744364700
82378.2,82499.9,82259.1,82332.3,3389.630000000002,1744365600
82333.1,82803.0,82325.7,82696.8,4980.988999999995,1744366500
82696.9,82918.9,82581.6,82590.0,2239.1920000000014,1744367400
82590.0,82693.1,82500.0,82648.1,2822.6940000000004,1744368300
82648.0,82860.0,82515.3,82587.2,2297.815999999999,1744369200
82587.1,82592.0,82250.1,82344.8,4713.699000000006,1744370100
82344.7,82412.9,82092.1,82173.2,4121.195000000004,1744371000
82173.3,82284.7,81970.6,82121.9,3076.0359999999887,1744371900
82122.0,82244.5,81788.0,82009.1,3747.3200000000024,1744372800
82009.2,82217.3,81928.5,82192.5,2753.371000000001,1744373700
82192.6,82500.0,82156.8,82219.9,3955.1020000000117,1744374600
82219.1,82241.2,81956.9,82079.0,2059.0510000000013,1744375500
82078.9,82174.8,81817.2,81905.3,1884.873999999999,1744376400
81905.2,82128.8,81779.4,82091.5,2830.7960000000026,1744377300
82092.5,82923.3,81962.9,82901.9,5585.115000000022,1744378200
82828.0,83169.4,82725.9,82800.0,3128.445000000007,1744379100
82525.1,82800.5,82277.8,82479.9,4531.868000000011,1744380000
82479.2,82621.1,81305.0,81385.3,7188.885000000014,1744380900
81385.5,82027.0,81383.5,82027.0,4445.14700000002,1744381800
82027.1,82313.2,81852.8,81852.8,3734.7290000000116,1744382700
81852.5,82214.9,81667.5,81828.0,3694.223000000011,1744383600
81827.9,82201.0,81778.0,82122.5,3073.5929999999976,1744384500
82122.4,82674.4,82102.2,82490.0,4890.396000000017,1744385400
82491.5,82588.4,82356.2,82493.5,1679.6840000000027,1744386300
82493.6,82597.0,82216.0,82252.7,2203.6809999999996,1744387200
82252.4,82336.4,81968.0,82213.4,3045.057000000005,1744388100
82213.5,82933.0,82213.4,82760.4,6069.571999999985,1744389000
82760.5,82979.5,82720.9,82750.6,2395.053000000005,1744389900
82750.9,82958.0,82650.0,82897.6,1746.7379999999996,1744390800
82897.5,83057.5,82720.0,82936.8,2536.9620000000023,1744391700
82936.7,84000.0,82936.6,83911.2,4285.287999999981,1744392600
83911.3,84049.8,83620.7,83889.6,5881.065999999966,1744393500
83889.9,84178.7,83778.5,83975.9,5239.492999999969,1744394400
83976.0,83996.4,83602.0,83964.0,3860.33000000001,1744395300
83964.0,83964.0,83749.9,83840.2,1886.136000000004,1744396200
83840.3,83894.7,83466.0,83562.0,3072.660999999999,1744397100
83562.1,83888.0,83504.4,83844.9,1904.1199999999983,1744398000
83844.8,83925.0,83688.0,83703.0,1176.3579999999988,1744398900
83702.7,83839.2,83600.0,83797.5,1033.6900000000003,1744399800
83796.9,83923.5,83714.2,83819.1,1414.5709999999995,1744400700
83818.0,83846.0,83661.4,83717.0,1346.0000000000002,1744401600
83717.0,83945.2,83669.1,83882.1,1031.4190000000003,1744402500
83882.2,83990.0,83783.4,83924.2,1048.4100000000003,1744403400
83924.3,83965.0,83770.0,83798.4,847.0490000000002,1744404300
83797.9,83995.0,83782.5,83895.4,655.7040000000001,1744405200
83895.5,84300.0,83845.1,83845.1,3221.7440000000074,1744406100
83845.0,83845.0,83600.0,83661.1,2527.611000000001,1744407000
83661.2,83760.8,83607.3,83650.9,673.0759999999997,1744407900
83650.9,83678.2,83500.8,83531.1,1129.726,1744408800
83531.2,83547.3,83404.0,83446.9,1931.1439999999996,1744409700
83447.0,83447.0,83277.6,83365.7,1582.709,1744410600
83365.6,83485.3,83365.6,83380.8,670.0190000000001,1744411500
83380.8,83380.8,83234.0,83234.1,792.357,1744412400
83234.1,83289.2,83115.1,83180.7,1217.0839999999998,1744413300
83180.6,83436.0,83157.9,83411.0,1247.4879999999996,1744414200
83411.3,83527.6,83364.4,83378.3,881.7170000000001,1744415100
