Open,High,Low,Close,Volume,timestamp
67834.4,68048.2,67777.7,67905.3,3082.932,1730764800
67905.4,68086.0,67858.0,67975.1,1575.9200000000003,1730765700
67975.1,68100.0,67938.2,68002.1,1538.5140000000001,1730766600
68002.2,68168.6,67951.6,68009.6,1715.953,1730767500
68009.5,68076.9,67926.9,67962.4,994.0589999999999,1730768400
67962.3,68020.0,67570.0,67589.3,3210.131,1730769300
67589.2,67850.0,67454.2,67849.9,2890.6809999999996,1730770200
67850.0,68050.0,67842.2,67983.3,2239.346,1730771100
67983.4,68056.7,67905.5,68007.8,1250.012,1730772000
68007.8,68029.5,67850.0,67989.7,1106.513,1730772900
67989.7,68045.3,67865.3,67865.3,710.473,1730773800
67865.4,67902.0,67806.0,67861.5,722.6379999999998,1730774700
67861.8,68074.8,67858.4,68039.4,1078.6809999999998,1730775600
68039.4,68110.2,67969.6,68109.9,1425.5310000000002,1730776500
68110.0,68122.8,67984.6,68086.3,697.764,1730777400
68086.3,68264.3,68014.6,68225.9,1954.3270000000002,1730778300
68225.8,68358.0,68200.0,68340.2,2399.4629999999997,1730779200
68340.2,68458.6,68337.5,68373.0,2450.322,1730780100
68373.0,68437.8,68310.3,68423.1,1059.3349999999996,1730781000
68423.1,68492.1,68301.2,68305.9,1171.806,1730781900
68305.9,68410.2,68280.0,68374.7,942.6579999999999,1730782800
68374.8,68413.1,68314.6,68379.1,740.4139999999999,1730783700
68379.0,68550.0,68376.5,68470.2,1685.6290000000004,1730784600
68470.2,68785.2,68470.1,68729.9,3191.454,1730785500
68730.0,68780.0,68557.0,68599.0,1486.4669999999994,1730786400
68598.9,68667.5,68555.5,68593.7,693.861,1730787300
68593.8,68700.0,68593.8,68661.6,789.4399999999999,1730788200
68661.6,68788.0,68629.5,68753.6,1142.0690000000002,1730789100
68753.7,68781.0,68697.1,68705.4,958.7409999999998,1730790000
68705.4,68705.4,68550.0,68562.5,1319.8700000000003,1730790900
68562.6,68948.0,68562.5,68899.9,2959.619,1730791800
68900.0,68967.0,68792.0,68876.0,1624.7579999999998,1730792700
